"Tissue","Cell_type","Category","Change","Chromosome","Start","End","Annotation","Gene.ID","Symbol","Correlated_Start","Correlated_End","Correlated_Annotation","Correlated_Gene.ID","Correlated_Symbol","Correlation"
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123494208,123494708,"Distal Intergenic",114907,"FBXO32",0.617140393
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123524579,123525079,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.70045641
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123502573,123503073,"3' UTR",114907,"FBXO32",0.518883874
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123506764,123507264,"Promoter (<=1kb)",114907,"FBXO32",0.633585543
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123528076,123528576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.566857533
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123531826,123532326,"Promoter (<=1kb)",114907,"FBXO32",0.516148993
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123503777,123504277,"Promoter (2-3kb)",114907,"FBXO32",0.637196507
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123496347,123496847,"Distal Intergenic",114907,"FBXO32",0.553603344
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123494821,123495321,"Distal Intergenic",114907,"FBXO32",0.622536825
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123492301,123492801,"Distal Intergenic",114907,"FBXO32",0.575004153
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123517744,123518244,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.599422075
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123522064,123522564,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.601980751
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123504293,123504793,"Promoter (1-2kb)",114907,"FBXO32",0.556900575
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123521561,123522061,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.572022268
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",0.595697581
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123535208,123535708,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.545134309
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123500083,123500583,"3' UTR",114907,"FBXO32",0.531938154
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123493056,123493556,"Distal Intergenic",114907,"FBXO32",0.511866569
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123537655,123538155,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.510006655
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123530811,123531311,"Promoter (<=1kb)",114907,"FBXO32",0.649384457
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123533622,123534122,"Promoter (1-2kb)",114907,"FBXO32",0.556762044
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123529294,123529794,"Promoter (2-3kb)",114907,"FBXO32",0.542711157
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123505931,123506431,"Promoter (<=1kb)",114907,"FBXO32",0.597173881
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123525770,123526270,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.689872696
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123505428,123505928,"Promoter (<=1kb)",114907,"FBXO32",0.508123834
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123491100,123491600,"Distal Intergenic",114907,"FBXO32",0.532705734
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123525211,123525711,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.603574327
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123526286,123526786,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.631766178
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",0.670129966
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123489888,123490388,"Distal Intergenic",114907,"FBXO32",0.526699846
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123523679,123524179,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.580696569
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123524579,123525079,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.710087628
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123496347,123496847,"Distal Intergenic",114907,"FBXO32",0.621606101
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123530811,123531311,"Promoter (<=1kb)",114907,"FBXO32",0.664881738
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123493707,123494207,"Distal Intergenic",114907,"FBXO32",0.592732354
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123528076,123528576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.605550802
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123496955,123497455,"Distal Intergenic",114907,"FBXO32",0.596829569
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123491800,123492300,"Distal Intergenic",114907,"FBXO32",0.532775354
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123493056,123493556,"Distal Intergenic",114907,"FBXO32",0.557951807
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123536700,123537200,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.519968774
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123502024,123502524,"3' UTR",114907,"FBXO32",0.614346648
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123508079,123508579,"Promoter (1-2kb)",114907,"FBXO32",0.604590353
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123539640,123540140,"Promoter (1-2kb)",114907,"FBXO32",0.535950864
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123526977,123527477,"Exon (ENST00000520511.1/114907, exon 5 of 5)",114907,"FBXO32",0.637905684
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123495609,123496109,"Distal Intergenic",114907,"FBXO32",0.662997914
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123498798,123499298,"3' UTR",114907,"FBXO32",0.645667784
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123537655,123538155,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.545560025
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123533622,123534122,"Promoter (1-2kb)",114907,"FBXO32",0.523712227
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123500083,123500583,"3' UTR",114907,"FBXO32",0.547062104
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123525211,123525711,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.615308556
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123487769,123488269,"Distal Intergenic",114907,"FBXO32",0.50726142
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123529294,123529794,"Promoter (2-3kb)",114907,"FBXO32",0.564431373
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123531826,123532326,"Promoter (<=1kb)",114907,"FBXO32",0.514220848
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123519752,123520252,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.589745272
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123505428,123505928,"Promoter (<=1kb)",114907,"FBXO32",0.587305077
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123512253,123512753,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.585081508
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123515895,123516395,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.56199646
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123525770,123526270,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.632865437
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123513468,123513968,"Intron (ENST00000517956.5/114907, intron 5 of 8)",114907,"FBXO32",0.600803581
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",0.647860001
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123512909,123513409,"Exon (ENST00000517956.5/114907, exon 6 of 9)",114907,"FBXO32",0.556331578
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123521561,123522061,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.615121179
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123494208,123494708,"Distal Intergenic",114907,"FBXO32",0.632890704
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123501465,123501965,"3' UTR",114907,"FBXO32",0.633935785
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123504293,123504793,"Promoter (1-2kb)",114907,"FBXO32",0.587613356
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123514410,123514910,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.561259829
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123526286,123526786,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.654470154
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",0.647348436
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123500764,123501264,"3' UTR",114907,"FBXO32",0.530359943
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123491100,123491600,"Distal Intergenic",114907,"FBXO32",0.566428399
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123488944,123489444,"Distal Intergenic",114907,"FBXO32",0.510457813
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123522064,123522564,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.631346463
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123503777,123504277,"Promoter (2-3kb)",114907,"FBXO32",0.643344056
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123492301,123492801,"Distal Intergenic",114907,"FBXO32",0.610919495
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123517744,123518244,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.595944639
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123523076,123523576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.623619355
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123535208,123535708,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.545782392
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123534607,123535107,"Promoter (2-3kb)",114907,"FBXO32",0.504834706
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123518655,123519155,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.670724783
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123511581,123512081,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.682106028
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123515014,123515514,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.570149796
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123494821,123495321,"Distal Intergenic",114907,"FBXO32",0.652450053
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123505931,123506431,"Promoter (<=1kb)",114907,"FBXO32",0.696219574
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123502573,123503073,"3' UTR",114907,"FBXO32",0.533610798
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123520722,123521222,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.626306619
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123540173,123540673,"Promoter (<=1kb)",114907,"FBXO32",0.601546889
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123506764,123507264,"Promoter (<=1kb)",114907,"FBXO32",0.717812049
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511581,123512081,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123489888,123490388,"Distal Intergenic",114907,"FBXO32",0.515065173
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123511581,123512081,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",123533622,123534122,"Promoter (1-2kb)",114907,"FBXO32",0.553479251
